3771621090368816|11|2026|000
3771621090365226|11|2026|000
3771621090362462|11|2026|000
3771621090360722|11|2026|000
3771621090366711|11|2026|000
3771621090365762|11|2026|000
3771621090368147|11|2026|000
3771621090367222|11|2026|000
3771621090364765|11|2026|000
3771621090367784|11|2026|000
3771621090362124|11|2026|000
3771621090361530|11|2026|000
3771621090362611|11|2026|000
3771621090362561|11|2026|000
3771621090361472|11|2026|000
3771621090366117|11|2026|000
3771621090365127|11|2026|000
3771621090363437|11|2026|000
3771621090365671|11|2026|000
3771621090363452|11|2026|000
3771621090366380|11|2026|000
3771621090364773|11|2026|000
3771621090368584|11|2026|000
3771621090362645|11|2026|000
3771621090364658|11|2026|000
3771621090360805|11|2026|000
3771621090361845|11|2026|000
3771621090360102|11|2026|000
3771621090360110|11|2026|000
3771621090360136|11|2026|000
377162109036387|11|2026|0000
